pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment__scholarly_argument_nascimento_valentinian_natures_displace_moral_deliberation,argument,scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment,Nascimento: external impressions do not determine the rational judgment that depends on us,scholarly_argument_nascimento_valentinian_natures_displace_moral_deliberation,Nascimento: Valentinian natural classes displace free choice as rational moral deliberation,0.31,0.12,0.3-0.7,scholarly_argument_nascimento_impressions_do_not_determine_rational_judgment,description_token_overlap;label_token_overlap,"Nascimento paraphrases Origen: undergoing external impressions does not depend on us, whereas judging how to use them depends on our educated rational will; humans are rational beings capable of disce","Nascimento reconstructs Valentinian salvation as an ordered interaction of material, psychic, and spiritual elements whose outcomes follow their natures. On this account free choice is not rational de"
scholarly_argument_dettwiler_pauline_anthropology_and_syste_0__scholarly_argument_dettwiler_theological_anthropological_in_1,argument,scholarly_argument_dettwiler_pauline_anthropology_and_syste_0,Dettwiler: Paul does not develop a systematic anthropology; his anthropological concepts ar,scholarly_argument_dettwiler_theological_anthropological_in_1,Dettwiler: Pauline theology is simultaneously anthropology; every statement about God is si,0.31,0.15,0.3-0.7,scholarly_argument_dettwiler_pauline_anthropology_and_syste_0,description_token_overlap;label_token_overlap,Pauline anthropology and systematic treatment — Paul does not develop a systematic anthropology; his anthropological concepts are never abstract themes of reflection but are always tied to specific si,Theological-anthropological integration — Pauline theology is simultaneously anthropology; every statement about God is simultaneously a statement about the human being and vice versa; anthropology an
scholarly_argument_meyer_aristotle_on_responsibility_fo_1__scholarly_argument_meyer_aristotle_on_weakness_of_will__7,argument,scholarly_argument_meyer_aristotle_on_responsibility_fo_1,Meyer: Aristotle holds that we are responsible for our character states because we have,scholarly_argument_meyer_aristotle_on_weakness_of_will__7,Meyer: Aristotle rejects the Socratic intellectualist thesis that virtue is simply know,0.31,0.1,0.3-0.7,scholarly_argument_meyer_aristotle_on_weakness_of_will__7,description_token_overlap;label_token_overlap,"Meyer reads EN III 5 as a 'very simple' argument: we become just or unjust by our actions, and we know this while performing the character-forming actions, so we 'voluntarily become the sorts of peopl","On Meyer's reading Aristotle stands in the tradition of Plato's Socrates in the Protagoras: knowing what one should do is impossible without properly cultivated desires, so in EN VII 1-3 he agrees wit"
scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy__scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0,argument,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,Myth of Er: possible indeterminist freedom only for the discarnate soul (Boys-Stones 2018),scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0,Boys-Stones: Middle Platonists did NOT develop a concept of 'free will' in the modern sense; ,0.31,0.09,0.3-0.7,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,description_token_overlap;label_token_overlap,"Boys-Stones' qualified, minority reading of the soul's choice of life (Republic 10, Myth of Er; sources H/K): while embodied human choice is causally determined, choices made by the soul ON ITS OWN ne",Boys-Stones does not discuss 'free will' (the phrase appears only in cited titles). His thesis: Platonists of the period 'have no reason to be any less committed to the operation of the General Causal
scholarly_argument_de_monneron_compatibilism_and_incompatibil_2__scholarly_argument_de_monneron_source_incompatibilism_vs_pap_3,argument,scholarly_argument_de_monneron_compatibilism_and_incompatibil_2,"DE MONNERON: The Anglo-American debate distinguishes hard determinists, soft determinists (co",scholarly_argument_de_monneron_source_incompatibilism_vs_pap_3,DE MONNERON: The author takes an intermediate position: rejects Stump and Widerker's argument,0.31,0.16,0.3-0.7,scholarly_argument_de_monneron_source_incompatibilism_vs_pap_3,description_token_overlap;label_token_overlap,"compatibilism and incompatibilism taxonomy — The Anglo-American debate distinguishes hard determinists, soft determinists (compatibilists), hard incompatibilists, and libertarians; compatibilists hold","De Monneron distinguishes two incompatibilist conditions: (1) a free act is one the agent could have refrained from (the principle of alternative possibilities), and (2) a free act has no sufficient c"
scholarly_argument_donini_aristotle_s_response_to_determ_1__scholarly_argument_donini_de_interpretatione_and_the_sea_1,argument,scholarly_argument_donini_aristotle_s_response_to_determ_1,Donini: Aristotle's counter-argument against determinism follows a parallel structure to,scholarly_argument_donini_de_interpretatione_and_the_sea_1,Donini: The sea-battle example may have been chosen because until 1918 it was a very cha,0.31,0.17,0.3-0.7,scholarly_argument_donini_aristotle_s_response_to_determ_1,description_token_overlap;label_token_overlap,Aristotle's response to determinism in de Interpretatione 9 — Aristotle's counter-argument against determinism follows a parallel structure to the deterministic argument: denying the futility of delib,De interpretatione 9 and the sea-battle argument — The sea-battle example may have been chosen because until 1918 it was a very chancy matter for two fleets actually to come into contact and so for on
scholarly_argument_engberg_pedersen_paul_and_the_judaism_hellenism_3__scholarly_argument_engberg_pedersen_paul_s_paraklesis_and_moral_tr_2,argument,scholarly_argument_engberg_pedersen_paul_and_the_judaism_hellenism_3,Engberg-Pedersen: Paul's thought should not be forced into either purely Jewish or purely Hellenis,scholarly_argument_engberg_pedersen_paul_s_paraklesis_and_moral_tr_2,Engberg-Pedersen: Philippians is primarily a letter of paraklesis (exhortation) where Paul as the ,0.31,0.09,0.3-0.7,scholarly_argument_engberg_pedersen_paul_and_the_judaism_hellenism_3,description_token_overlap;label_token_overlap,"Building on Paul Beyond the Judaism/Hellenism Divide (2001), Engberg-Pedersen holds that Paul's world-view 'is certainly a Jewish, apocalyptic one', but that 'parts of it are also spelled out by Paul ","On p. 105 (opening of ch. 5, 'Philippians II') Engberg-Pedersen argues that partnership, progression, identity with Christ and Christ as model 'can all be brought together under the idea of Paul—the """
scholarly_argument_hendriksen_divine_foreordination_and_huma_0__scholarly_argument_hendriksen_free_will_and_human_responsibi_2,argument,scholarly_argument_hendriksen_divine_foreordination_and_huma_0,"Hendriksen: Paul teaches a sequential divine decree: foreknowledge leads to foreordination, ",scholarly_argument_hendriksen_free_will_and_human_responsibi_2,"Hendriksen: While affirming divine sovereign grace as the source of salvation, Hendriksen no",0.31,0.1,0.3-0.7,scholarly_argument_hendriksen_divine_foreordination_and_huma_0,description_token_overlap;label_token_overlap,"divine foreordination and human calling — Paul teaches a sequential divine decree: foreknowledge leads to foreordination, which leads to calling, justification, and glorification; this golden chain (R","free will and human responsibility in salvation — While affirming divine sovereign grace as the source of salvation, Hendriksen notes that Israel's rejection was 'because of its unbelief' (9:27, 31, 3"
scholarly_argument_pironet_freedom_and_intentionality_in__2__scholarly_argument_pironet_historical_development_of_prac_1,argument,scholarly_argument_pironet_freedom_and_intentionality_in__2,"Pironet: Strict akrasia requires that the akratic action be free and intentional, not com",scholarly_argument_pironet_historical_development_of_prac_1,Pironet: There is significant distance between ancient and contemporary perspectives on a,0.31,0.25,0.3-0.7,scholarly_argument_pironet_historical_development_of_prac_1,description_token_overlap;label_token_overlap,"Reporting the post-Davidson debate, Pironet and Tappolet note that most now hold 'strict akrasia' (Mele) possible: the agent judges y better than x, is or believes himself free and able to do y, yet d","historical development of practical irrationality from antiquity to early modern — There is significant distance between ancient and contemporary perspectives on akrasia: for Aristotle, it would be ex"
scholarly_argument_brand_hodayot_predestination_physicality__scholarly_argument_brand_internal_vs_external_source_of_sin,argument,scholarly_argument_brand_hodayot_predestination_physicality,Brand: the Hodayot bind innate sinfulness to human physicality within a predestinarian system,scholarly_argument_brand_internal_vs_external_source_of_sin,"Brand: Second Temple texts locate the source of sin as internal (human inclination) or external (demonic), often combined",0.31,0.27,0.3-0.7,scholarly_argument_brand_internal_vs_external_source_of_sin,description_token_overlap;label_token_overlap,"Reading 1QHa VII.25b–27a ('in your hand is the inclination of every spirit … you determined before you created it') and VII.27–30 (predestination of wicked and righteous 'from the womb'), Brand argues","Brand's primary analytic axis, drawn from the philosophy of action: she divides texts according to whether they portray sin's source as internal and human (an inherent inclination toward sin) or exter"
scholarly_argument_dettwiler_constellative_anthropology_3__scholarly_argument_dettwiler_cosmic_determinism_and_demonic_3,argument,scholarly_argument_dettwiler_constellative_anthropology_3,"Dettwiler: As a man of antiquity, Paul shares the premodern vision that the human being is ",scholarly_argument_dettwiler_cosmic_determinism_and_demonic_3,Dettwiler: Ephesians shares a hierarchical spatial worldview with three levels; human being,0.31,0.14,0.3-0.7,scholarly_argument_dettwiler_constellative_anthropology_3,description_token_overlap;label_token_overlap,"Constellative anthropology — As a man of antiquity, Paul shares the premodern vision that the human being is not an abstract entity in itself but always a being in relation, defined by social, politic","cosmic determinism and demonic powers — Ephesians shares a hierarchical spatial worldview with three levels; human beings occupy the lower region subject to intermediate supra-human beings (angels, de"
scholarly_argument_cary_distinction_between_metaphysic_2__scholarly_argument_cary_historical_threats_to_free_wil_3,argument,scholarly_argument_cary_distinction_between_metaphysic_2,Cary: Courts do not need to settle the metaphysical problem of free will and determini,scholarly_argument_cary_historical_threats_to_free_wil_3,Cary: What is meant by freedom has depended on what threatens to undermine it: origina,0.31,0.1,0.3-0.7,scholarly_argument_cary_distinction_between_metaphysic_2,description_token_overlap;label_token_overlap,"Distinction between metaphysical and legal-practical issues about free will — Courts do not need to settle the metaphysical problem of free will and determinism, but do need workable ideas of when hum","Historical threats to free will — What is meant by freedom has depended on what threatens to undermine it: originally fate, later force of circumstances, coercion, causal nexus of physical world, prov"
scholarly_argument_maston_josephus_as_evidence_for_ancie_6__scholarly_argument_maston_moral_responsibility_despite_d_4,argument,scholarly_argument_maston_josephus_as_evidence_for_ancie_6,"Maston: Divine and human agency was discussed by ancient Jews, not merely a modern conce",scholarly_argument_maston_moral_responsibility_despite_d_4,"Maston: Acknowledges that even in more deterministic texts like the Hodayot, some form o",0.31,0.08,0.3-0.7,scholarly_argument_maston_moral_responsibility_despite_d_4,description_token_overlap;label_token_overlap,Josephus' three accounts of the Jewish schools (J.W. 2.119-166; Ant. 13.171-173; 18.11-25) show that divine and human agency was discussed by ancient Jews and that different perspectives were held: pl,"All three texts make obedience necessary for salvation; in the Hodayot and Paul, which prioritise divine action, the human is 'not portrayed as merely a passive recipient of grace' — the Spirit transf"
scholarly_argument_maston_paul_s_critique_of_two_ways_tr_3__scholarly_argument_maston_paul_s_position_within_intra_j_7,argument,scholarly_argument_maston_paul_s_critique_of_two_ways_tr_3,Maston: Paul in Romans 7.7-25 critiques the Ben Sira model by showing Sin as a malevolen,scholarly_argument_maston_paul_s_position_within_intra_j_7,Maston: Paul should be situated within an intra-Jewish debate on divine-human agency rat,0.31,0.13,0.3-0.7,scholarly_argument_maston_paul_s_critique_of_two_ways_tr_3,description_token_overlap;label_token_overlap,"In Romans 7.7-25 Paul critiques the view that life comes through Torah observance; the 'I' corresponds to Ben Sira's human agent (Sir 15.11-20) but, in Paul's portrayal, is incapable: Sin reigns in hi","Taking the diversity of Judaism seriously lets one place Paul within the Jewish spectrum: in Romans 7.7-8.13 he 'participates in an intra-Jewish debate' over the human capacity to obey, rather than be"
scholarly_argument_sorabji_epictetus_on_freedom_1__scholarly_argument_sorabji_freedom_and_the_will_in_ancien_0,argument,scholarly_argument_sorabji_epictetus_on_freedom_1,Sorabji: Epictetus offers a rare kind of freedom from inner and outer compulsions through,scholarly_argument_sorabji_freedom_and_the_will_in_ancien_0,Sorabji: The idea of the will is not fully formed in ancient philosophy but requires asse,0.31,0.36,0.3-0.7,scholarly_argument_sorabji_freedom_and_the_will_in_ancien_0,description_token_overlap;label_token_overlap,"For Sorabji (pp. 49-50) Epictetus' eleutheria is 'a genuine freedom, but rare': through 'careful adjudication of desires' one is 'enslaved to nothing', and the resulting 'rare kind of invulnerability'","Sorabji distinguishes four strands in the idea of will — rationality, freedom, will power, will perverted by pride — each arising separately (Plato, Aristotle, Posidonius, Lucretius, Plotinus) and 'fi"
scholarly_argument_kovacs_adapted_pedagogy__scholarly_argument_kovacs_responsible_concealment,argument,scholarly_argument_kovacs_adapted_pedagogy,"Kovacs: pedagogy differentiates punishment, hope, and mystery by readiness",scholarly_argument_kovacs_responsible_concealment,Kovacs: pedagogical concealment protects immature students,0.31,0.2,0.3-0.7,scholarly_argument_kovacs_responsible_concealment,description_token_overlap;label_token_overlap,"The Logos addresses resistant students through correction, believers through hope, and mature friends through mysteries; human teachers must likewise adapt instruction to capacity.",Clement permits concealment and medicinal misdirection only for salvation; the Stromateis reveals and conceals because teachers are answerable for harm from premature disclosure.
synthesis_furst2022_after_origen_new_freedom_debate__synthesis_furst2022_homer_origins_selbstbestimmung,synthesis,synthesis_furst2022_after_origen_new_freedom_debate,The Debate on Freedom after Origen — A New Horizon (Fürst 2022),synthesis_furst2022_homer_origins_selbstbestimmung,Homer and the Hebrew Bible as early beginnings of Selbstbestimmung (Fürst 2022),0.31,0.33,0.3-0.7,synthesis_furst2022_after_origen_new_freedom_debate,description_token_overlap;label_token_overlap,"Synthesis Fürst 2022, Zum Ausklang (p. 291-292): since Origen, the debate on determinism and freedom has moved to a new level. The long path towards freedom has been traversed insofar as freedom has b","Fürst 2022, ch. I (p. 19-48) synthesis: from Homer onwards, the first beginnings of human self-determination appear (Iliad I 188-222: Achilles restrains his hand on the pommel of his sword). But ""in H"
synthesis_amand1945_neoplatonic_school_no_carneadean_use__synthesis_frede2011_ch4_later_platonist_peripatetic_contributions,synthesis,synthesis_amand1945_neoplatonic_school_no_carneadean_use,L'école néoplatonicienne plotinienne néglige Carnéade (Amand 1945),synthesis_frede2011_ch4_later_platonist_peripatetic_contributions,Ch. 4 — Contributions platoniciennes et péripatéticiennes tardives (Frede 2011),0.31,0.1,0.3-0.7,synthesis_frede2011_ch4_later_platonist_peripatetic_contributions,description_token_overlap,"Central thesis of Amand 1945 (Book I ch. VI §II.4, p. 171): the Neoplatonists of the Plotinian tendency (Porphyry, Iamblichus, Proclus), metaphysicians and mystics, neglect the argumentation deployed ","Summary of Frede 2011 ch. 4 (p. 49-65): between Carneades and Plotinus, Platonists (Numenius, Calcidius, Porphyry, Plotinus) and Peripatetics (Aspasius, Alexander) adopt the Stoic pair impression-asse"
synthesis_amand1945_basil_origen_christian_insertion__synthesis_amand1945_origen_carneadean_filiation,synthesis,synthesis_amand1945_basil_origen_christian_insertion,Amand 1945: Basil inserts Origenian Christian element in philosophical demonstration,synthesis_amand1945_origen_carneadean_filiation,"Amand 1945 — Filiation Carnéade → Origène (4 siècles, vraisemblablement via Cicéron)",0.31,0.09,0.3-0.7,synthesis_amand1945_origen_carneadean_filiation,description_token_overlap,Amand's summary: the 'Christian sentence' inserted by Basil into an exclusively philosophical demonstration — concerning the annihilation of Christian hopes by fatalism — was probably inspired by Orig,"Amand synthesis: the lineage Carneades → Origen is established by Amand on the basis of the structural comparison of the 6 moral arguments (B1/B2 CAFMA in Cicero De Fato 39-43, Plutarch De Stoic. Rep."
synthesis_amand1945_carneades_anticipation_modern_thought__synthesis_amand1945_origen_pivot_witness,synthesis,synthesis_amand1945_carneades_anticipation_modern_thought,Amand 1945 — Carnéade « Hume de l'antiquité » et anticipation des formes modernes de la pensée,synthesis_amand1945_origen_pivot_witness,Amand 1945 — Origène = 1er témoin patristique pivot de la lignée carnéadienne,0.31,0.2,0.3-0.7,synthesis_amand1945_origen_pivot_witness,description_token_overlap,"Amand’s historiographical judgement (1945, p. 43-44 and 45 note 3): ""Through its critical interpretation of certainty and its pragmatist conception of moral conduct, Carneadean philosophy anticipates ","Amand synthesis: Origen, the historiographical pivot of Book II of Amand in the Carneadean antifatalist lineage—he does not open the patristic series, since Justin (Ch. I), Tatian (Ch. II), Bardesanes"
scholarly_argument_hall_early_christian_autonomy_termi_4__scholarly_argument_hall_justin_martyr_s_place_in_auton_8,argument,scholarly_argument_hall_early_christian_autonomy_termi_4,"Hall: From the earliest period of Christianity, writers used standard terms including ",scholarly_argument_hall_justin_martyr_s_place_in_auton_8,Hall: Justin Martyr belongs to the early Christian landscape that used autonomy langua,0.31,0.38,0.3-0.7,scholarly_argument_hall_justin_martyr_s_place_in_auton_8,label_token_overlap,"Early Christian autonomy terminology — From the earliest period of Christianity, writers used standard terms including eph' hemin, the later and more technical noun autexousia, and eleutheria tes proa","Justin Martyr's place in autonomy discourse — Justin Martyr belongs to the early Christian landscape that used autonomy language, and Origen built upon the philosophical changes initiated by Justin an"
scholarly_argument_sommers_compatibilist_folk_intuitions__1__scholarly_argument_sommers_relevance_of_experimental_phil_0,argument,scholarly_argument_sommers_compatibilist_folk_intuitions__1,Sommers: Nahmias et al.'s experimental results showing majority compatibilist responses c,scholarly_argument_sommers_relevance_of_experimental_phil_0,Sommers: Experimental philosophy is relevant and complementary to traditional armchair an,0.31,0.15,0.3-0.7,scholarly_argument_sommers_compatibilist_folk_intuitions__1,label_token_overlap,"Sommers reports that Nahmias, Morris, Nadelhoffer and Turner (NMNT) obtained largely compatibilist answers (76% free will, 83% blameworthy in the supercomputer scenario) and that, according to NMNT, t",relevance of experimental philosophy to free will debate — Experimental philosophy is relevant and complementary to traditional armchair analysis because contemporary theories of free will and moral r
scholarly_argument_fitzmyer_human_agency_and_justification_0__scholarly_argument_pouderon_determinism_and_fate_vs_christ_1,argument,scholarly_argument_fitzmyer_human_agency_and_justification_0,"Fitzmyer: Justification is a once-for-all action of Christ Jesus on behalf of humanity, no",scholarly_argument_pouderon_determinism_and_fate_vs_christ_1,Pouderon: The apologists combated gnostic determinism which distinguished the transcendent,0.31,0.05,0.3-0.7,scholarly_argument_fitzmyer_human_agency_and_justification_0,description_token_overlap,"human agency and justification — Justification is a once-for-all action of Christ Jesus on behalf of humanity, not achieved through human merit; human beings are passive recipients of grace, with thei","Pouderon's back-cover presentation says the apologists, besides defending Christians against pagan accusations and building 'un premier pont' between pagan philosophy and Christianity, fought closer a"
argument_alexander_witness2_ch16_theme_virtue_neglect_amand1945__argument_origen_witness_carneades_transposition_prayer_useless_amand1945,argument,argument_alexander_witness2_ch16_theme_virtue_neglect_amand1945,Témoin n°2 (Alexandre De Fato 16) — Thème général + premier argument : négligence de la vertu,argument_origen_witness_carneades_transposition_prayer_useless_amand1945,Origène (transposant Carnéade) — Inutilité des prières sous fatalisme astral (Amand 1945),0.31,0.07,0.3-0.7,argument_origen_witness_carneades_transposition_prayer_useless_amand1945,description_token_overlap,"First anti-fatalist moral argument reconstructed in Alexander De Fato 16 (Bruns p. 186 l. 13 — p. 187 l. 5) by Amand 1945 (analysis p. 145, Greek text p. 149-150). General theme: the denial of free wi","Amand (p. 323-324): Origen outlines the development of another theme in Carneades’ moral argumentation (Phil. 23.2, Robinson p. 189,18-22). Amand's note: “remaining at the level of generalities, he do"
argument_bobzien_2001_b1_synkatathesis_psychology_action__argument_the_dog_and_cart_argument_9ba60714,argument,argument_bobzien_2001_b1_synkatathesis_psychology_action,Bobzien 2001 — Synkatathesis (assent) at the centre of Chrysippus’ psychology of action,argument_the_dog_and_cart_argument_9ba60714,The Dog and Cart Argument,0.31,0.04,0.3-0.7,argument_bobzien_2001_b1_synkatathesis_psychology_action,description_token_overlap,"Reconstruction Bobzien 2001 §6.1.2 (p. 239-242) + §6.3.5: Stoic psychology of action places synkatathesis (συγκατάθεσις, assent) at the centre. Sequence: (1) an impression (phantasia) presents itself ","The dog tied to a moving cart follows willingly or is dragged, while the outcome remains necessary. The analogy contrasts consent with resistance; it does not by itself establish a power to choose an "
argument_bonazzi_2014_middle_platonist_hypothetical_fate_partial_solution__argument_causal_asymmetry_alex,argument,argument_bonazzi_2014_middle_platonist_hypothetical_fate_partial_solution,Bonazzi 2014 — Middle Platonist hypothetical fate as partial Platonic solution to Stoic determinism,argument_causal_asymmetry_alex,Causal Asymmetry Argument (Alexander),0.31,0.22,0.3-0.7,argument_bonazzi_2014_middle_platonist_hypothetical_fate_partial_solution,description_token_overlap,"Bonazzi’s scholarly argument (Destrée 2014 ch. 18): the Middle Platonist doctrine of *hypothetical fate* (heimarmenê ex hypotheseôs), attested in Alcinous (Didask. 26), ps.-Plutarch (De Fato), Apuleiu",Greek terminology: • ἀναγκαῖον ἐξ ὑποθέσεως (anankaion ex hypotheseōs) - hypothetically necessary • ἀναγκαῖον ἁπλῶς (anankaion haplōs) - absolutely necessary • ἐνδεχόμενον (endechomenon) - contingent 
scholarly_argument_bobzien_middle_platonists_on_contingen_7__scholarly_argument_jowers_late_patristic_east_west_providence_divergence,argument,scholarly_argument_bobzien_middle_platonists_on_contingen_7,Bobzien: Middle-Platonists contributed to the development by linking contingency (τὸ ἐνδε,scholarly_argument_jowers_late_patristic_east_west_providence_divergence,Jowers: late patristic East and West diverge over alternative possibilities and the determinant of salvation,0.31,0.09,0.3-0.7,scholarly_argument_bobzien_middle_platonists_on_contingen_7,description_token_overlap,"On Bobzien's reconstruction, an 'Aristotle scholar' behind the Middle-Platonist common source — 'equally well a Peripatetic or a Platonist' (p. 148) — subordinated what depends on us to the contingent","Jowers argues that the late patristic period leaves two opposed providential models. Augustine defines freedom as doing what one wishes, so an act can be voluntary and blameworthy even when the agent "
scholarly_argument_sagnard_free_will_and_moral_responsibi_0__scholarly_argument_skarsaune_free_will_in_justin_martyr_s_t_0,argument,scholarly_argument_sagnard_free_will_and_moral_responsibi_0,Sagnard: Sagnard presents Irenaeus as holding that human beings have free will and moral ,scholarly_argument_skarsaune_free_will_in_justin_martyr_s_t_0,Skarsaune: Not directly addressed in this work; the study focuses on Justin's proof-text tr,0.31,0.32,0.3-0.7,scholarly_argument_sagnard_free_will_and_moral_responsibi_0,description_token_overlap,"Sagnard's Introduction to SC 34 (Book III) treats Irenaeus and martyrdom, the plan and sources of Book III, and Irenaeus's vocabulary of newness — a 'new economy of liberty' opened by the coming of th","Skarsaune's study of Justin's proof-text tradition contains no thematic treatment of free will, determinism or moral responsibility. He registers the topic only in passing: 1 Apol 43f is an excursus '"
argument_origen_witness_freewill_dogma_status_amand1945__argument_origen_witness_possibilitas_utriusque_amand1945,argument,argument_origen_witness_freewill_dogma_status_amand1945,Origène — Libre arbitre comme dogme apostolique-ecclésiastique (Amand 1945),argument_origen_witness_possibilitas_utriusque_amand1945,Origène — Possibilitas utriusque partis (laudis et culpae capax) (Amand 1945),0.31,0.35,0.3-0.7,argument_origen_witness_possibilitas_utriusque_amand1945,description_token_overlap,Amand (p. 297-298): Origen mentions in the preface to the Traité des Principes free will as one of the doctrines defined by the rule of faith and contained in ecclesiastical preaching. The passage cit,"Amand (p. 299): The *possibilitas utriusque partis* constitutes the essential and active property of the rational created being (λογικὸν ζῷον). Origen (Princ. I.5,2 ed. Koetschau p. 70,4-7): « every i"
scholarly_argument_dettwiler_authorship_of_colossians_1__scholarly_argument_dettwiler_free_will_and_moral_responsibi_4,argument,scholarly_argument_dettwiler_authorship_of_colossians_1,"Dettwiler: Adheres to the third option (deutero-Pauline, written after Paul's death by a di",scholarly_argument_dettwiler_free_will_and_moral_responsibi_4,Dettwiler: The ethical section (4:17-5:20) emphasizes the necessary distancing from pagan l,0.31,0.13,0.3-0.7,scholarly_argument_dettwiler_free_will_and_moral_responsibi_4,description_token_overlap,"Among three options on Colossians' author (Paul himself; a close disciple authenticated by Paul during his lifetime, the 'secretary' hypothesis; composition after the Apostle's death by a disciple or ","Dettwiler on the parenesis (4,1-6,9): its foundation (4,1-16) puts all the emphasis on the unity of the Church, formulated as a liturgical acclamation (4,4-6); 4,17-24 is a general exhortation stressi"
pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable__pub_fernandez_2012_en_el_principio_la_libertad_la_metafisica_como_saber_practico_en,publication,pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable,"Claudia Carbonell 2016 — Origen of Alexandria on self-determination and non-transferable responsibility. A philosophical approach. (De principiis III, 1)",pub_fernandez_2012_en_el_principio_la_libertad_la_metafisica_como_saber_practico_en,"Claudia Carbonell Fernández 2012 — En el principio, la libertad. La metafísica como saber práctico en Orígenes de Alejandría",0.31,0.19,0.3-0.7,pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable,label_token_overlap,"In this article, I seek to establish the philosophical contribution of Origen to the idea of the free and responsible nature of the moral agent in De principiis III, 1. I will first show the global ch","En el principio, la libertad. La metafísica como saber práctico en Orígenes de Alejandría"
synthesis_aug_proof_god__synthesis_dihle1982_indian_excursus_intellectualism_parallel,synthesis,synthesis_aug_proof_god,Augustine: Proof of God from Eternal Truth (De Libero Arbitrio 2.6-15),synthesis_dihle1982_indian_excursus_intellectualism_parallel,Dihle 1982 — Excursus indien : parallele indologique de l'intellectualisme,0.31,0.46,0.3-0.7,synthesis_aug_proof_god,description_token_overlap,"Augustine'S PROOF OF GOD'S EXISTENCE FROM ETERNAL truth Book 2 contains one of Augustine's most important arguments for God's existence, based on the existence of eternal, immutable truth above the hu","Cross-cutting synthesis of the volume: Dihle, a Hellenist who draws on the Indological work of Paul Hacker, includes several excursuses on the Brahmins and the Magi (p. 13-15 / md ll. 312, 404, 6639)."
work_apuleius_de_platone__work_irenaeus_adversus_haereses_book4,work,work_apuleius_de_platone,"Apulée, De Platone et eius dogmate",work_irenaeus_adversus_haereses_book4,"Irenaeus, Adversus Haereses Book 4",0.31,0.42,0.3-0.7,work_irenaeus_adversus_haereses_book4,description_token_overlap,"Apuleius of Madauros, *De Platone et eius dogmate libri II* (c. 150-170 CE), a Latin Middle-Platonist doxographical handbook on Plato’s philosophy. Structure: Book I = physics + theology + demonology;",Book IV of Adversus Haereses (c. 180-185 CE) contains the most sustained and philosophically developed articulation of Irenaeus's doctrine of human αὐτεξουσία (autexousion — self-determination). Chapt
synthesis_frede2011_ch10_conclusion__synthesis_frede2011_methodology_history_not_apologetic,synthesis,synthesis_frede2011_ch10_conclusion,Ch. 10 Conclusion — bilan et défense limitée de la notion antique (Frede 2011),synthesis_frede2011_methodology_history_not_apologetic,"Méthodologie — enquête historique, non philosophique, contre Dihle (Frede 2011)",0.31,0.15,0.3-0.7,synthesis_frede2011_ch10_conclusion,description_token_overlap;label_token_overlap,Summary Frede 2011 ch. 10 (p. 175-178): Frede brings together his findings and answers his fourth initial question (is the ancient notion fundamentally flawed?). Conclusion: (1) free will emerges in l,"Methodological synthesis Frede 2011 (Ch. 1, p. 5-7): Frede makes explicit that his inquiry is PURELY historical and NON-philosophical. He refuses to proceed from an 'our modern notion of the will' tha"
scholarly_argument_bobzien_divination_and_determinism_5__scholarly_argument_natali_aristotle_s_importance_for_ant_2,argument,scholarly_argument_bobzien_divination_and_determinism_5,"Bobzien: Chrysippus used the existence of divination as proof of causal determinism, but ",scholarly_argument_natali_aristotle_s_importance_for_ant_2,"Natali: Aristotle's reflection on cause, necessity, contingency of future events and hum",0.31,0.27,0.3-0.7,scholarly_argument_natali_aristotle_s_importance_for_ant_2,description_token_overlap,"Chrysippus proved fate through the existence of divination (§2.2). Against the objection that divination and Stoic contingency are incompatible, Bobzien argues that divinatory theorems (universal, e.g","Natali & Maso (Introduzione): against the recent attempt (Bobzien) to reduce the determinism/indeterminism debate to a rather short-lived episode originating in the 2nd century CE, which tends to dimi"
synthesis_amand1945_chrysostom_carneadean_paradox__synthesis_amand1945_epilogue_historical,synthesis,synthesis_amand1945_chrysostom_carneadean_paradox,"Amand 1945 — paradoxe Chrysostome: hellénisme nul, transmission carnéadienne maximale",synthesis_amand1945_epilogue_historical,Bilan historique de l'épilogue Amand 1945 — combat épiscopal contre l'astrologie IIIe-Ve siècles,0.31,0.13,0.3-0.7,synthesis_amand1945_epilogue_historical,description_token_overlap,"Amand 1945 synthesis (Book II ch. XII, p. 480-532) on John Chrysostom’s constitutive paradox in the Carneadean transmission. According to Amand, following Puech, Chrysostom is perhaps the most detache","Sixth and final strand of Amand’s epilogical assessment (Amand 1945, p. 591-592). Historical claim: « In the Greek or Hellenized East, the hierarchical leaders and teachers of Christianity vigorously "
