pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_eche_ique_aristotle_s_theory_of_voluntar_0__scholarly_argument_eche_ique_the_pain_condition_and_volunta_4,argument,scholarly_argument_eche_ique_aristotle_s_theory_of_voluntar_0,"Echeñique: Aristotle developed an original and compelling theory of moral responsibility, c",scholarly_argument_eche_ique_the_pain_condition_and_volunta_4,Echeñique: The pain condition (associated with involuntary action) plays a significant role,0.25,0.26,<=0.3,scholarly_argument_eche_ique_aristotle_s_theory_of_voluntar_0,description_token_overlap;label_token_overlap,"Aristotle's theory of voluntariness as moral responsibility — Aristotle developed an original and compelling theory of moral responsibility, contrary to interpretations that deny this; his theory cont",The pain condition and voluntariness — The pain condition (associated with involuntary action) plays a significant role in Aristotle's account of voluntariness and moral responsibility
scholarly_argument_o_keefe_lucretius_on_swerve_and_volunt_4__scholarly_argument_o_keefe_role_of_the_swerve_in_epicurus_1,argument,scholarly_argument_o_keefe_lucretius_on_swerve_and_volunt_4,O'Keefe: Lucretius' account of the swerve and 'free volition' (libera voluntas) in De rer,scholarly_argument_o_keefe_role_of_the_swerve_in_epicurus_1,O'Keefe: The swerve plays only a peripheral role in Epicurus' overall theory of human fre,0.25,0.27,<=0.3,scholarly_argument_o_keefe_role_of_the_swerve_in_epicurus_1,description_token_overlap;label_token_overlap,Chapter 2 examines Lucretius DRN 2.251-293 and 4.877-896. O'Keefe's conclusion on the swerve is 'mostly negative': Lucretius 'tells us remarkably little about the role it is supposed to play'. But the,Role of the swerve in Epicurus' overall theory — The swerve plays only a peripheral role in Epicurus' overall theory of human freedom. An overemphasis on the swerve has significantly distorted underst
scholarly_argument_o_keefe_lucretius_on_swerve_and_volunt_4__scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,argument,scholarly_argument_o_keefe_lucretius_on_swerve_and_volunt_4,O'Keefe: Lucretius' account of the swerve and 'free volition' (libera voluntas) in De rer,scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,O'Keefe: The swerve's role in preserving freedom from fate is not through providing indet,0.25,0.15,<=0.3,scholarly_argument_o_keefe_lucretius_on_swerve_and_volunt_4,description_token_overlap;label_token_overlap,Chapter 2 examines Lucretius DRN 2.251-293 and 4.877-896. O'Keefe's conclusion on the swerve is 'mostly negative': Lucretius 'tells us remarkably little about the role it is supposed to play'. But the,Chapters 5-6 give O'Keefe's own view of the swerve. Ch. 5: with weight and collisions it answers Aristotelian sufficient-reason objections to Democritus; 'the swerve is needed as an explanatory archê 
argument_jeremiah_new_covenant_u5v6w7x8__scholarly_argument_wells_heart_transformation_and_moral_2,argument,argument_jeremiah_new_covenant_u5v6w7x8,Jeremiah 31:31-34 - New Covenant and Divine Transformation,scholarly_argument_wells_heart_transformation_and_moral_2,"Wells: The prophetic texts (Jeremiah, Ezekiel) present heart transformation as divine i",0.25,0.16,<=0.3,argument_jeremiah_new_covenant_u5v6w7x8,description_token_overlap;label_token_overlap,"Jeremiah's new covenant prophecy: 'I will put my law within them, and I will write it on their hearts' (Jer 31:33). Raises theological tension: Is inner transformation divine monergism (God alone acts","Heart transformation and moral agency in Jeremiah and Ezekiel — The prophetic texts (Jeremiah, Ezekiel) present heart transformation as divine initiative that simultaneously reconstitutes human moral "
argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy__scholarly_argument_moore_josephus_s_philosophical_frami_3,argument,argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy,Josephus classifies Pharisees/Sadducees/Essenes according to their positions on freedom (Fürst 2022 Kap. III 1),scholarly_argument_moore_josephus_s_philosophical_frami_3,Moore: Josephus deliberately presents Jewish sects using Greek philosophical categories,0.25,0.14,<=0.3,scholarly_argument_moore_josephus_s_philosophical_frami_3,description_token_overlap;label_token_overlap,"Fürst 2022 thesis (Kap. III 1, p. 103-105): Flavius Josephus (AJ XIII 5,9 = 171-173; AJ XVIII 1,3 = 13; BJ II 8,14 = 163-165) maps the three principal Jewish sects according to their positions on the ","Moore holds that Heimarmene in its Stoic definition had no Hebrew equivalent and 'was a conception alien to all Jewish thinking'; Jewish determinism 'was theological, not philosophical'. How Josephus "
scholarly_argument_meyer_1998_no_greek_term_moral_responsibility__scholarly_argument_meyer_stoic_determinism_and_moral_re_3,argument,scholarly_argument_meyer_1998_no_greek_term_moral_responsibility,"Meyer: no Greek expression corresponds to 'moral responsibility', yet the topic was debated",scholarly_argument_meyer_stoic_determinism_and_moral_re_3,Meyer: The Stoics maintained determinism (fate) while preserving moral accountability t,0.25,0.1,<=0.3,scholarly_argument_meyer_stoic_determinism_and_moral_re_3,description_token_overlap;label_token_overlap,"Meyer argues that although there is no expression in Classical or Hellenistic Greek corresponding to the English 'moral responsibility', the topic was the subject of lively discussion: all major figur",Meyer deliberately does not discuss whether fated actions can be 'up to us' — 'an issue in their metaphysics and philosophy of nature'. She reports only that the Stoics disputed with contemporaries wh
scholarly_argument_dettwiler_free_will_and_christian_libert_1__scholarly_argument_dettwiler_theological_anthropology_from__2,argument,scholarly_argument_dettwiler_free_will_and_christian_libert_1,Dettwiler: The author warns against the 'Colossian philosophy' (φιλοσοφία) because he was p,scholarly_argument_dettwiler_theological_anthropology_from__2,Dettwiler: The author emphasizes the dramatic contrast between human past marked by death a,0.25,0.1,<=0.3,scholarly_argument_dettwiler_theological_anthropology_from__2,description_token_overlap;label_token_overlap,"Dettwiler: the author of Colossians undertakes a work of anamnesis to fortify the community's fidelity to the Pauline heritage and to warn it against the 'philosophie colossienne', which he was persua","Dettwiler: Eph 2,1-10 recalls to the addressees 'le contraste saisissant' between their past, marked by death, and their radically new present life in Christ. The former life was under the grip of dea"
scholarly_argument_bobzien_origen_s_response_to_the_idle__8__scholarly_argument_bobzien_the_idle_argument_argos_logos__4,argument,scholarly_argument_bobzien_origen_s_response_to_the_idle__8,Bobzien: Origen's response to the Idle Argument (Against Celsus II 20) is one of the key ,scholarly_argument_bobzien_the_idle_argument_argos_logos__4,Bobzien: The Idle Argument poses a serious challenge to Stoic compatibilism by suggesting,0.25,0.27,<=0.3,scholarly_argument_bobzien_origen_s_response_to_the_idle__8,description_token_overlap;label_token_overlap,"Bobzien uses three passages as sources for Chrysippus' reply to the Idle Argument: Cicero, On Fate 30 (who names Chrysippus), Origen, Against Celsus II 20, 342.71-82, and Eusebius, Praep. ev. 6.8.25-3","The Idle Argument is 'levelled against fate-determinism': if everything is fated, making an effort is futile. The Stoics treated it as a sophism, and Bobzien finds that it 'contains various sophistic "
scholarly_argument_boys_stones_2018_hypothetical_fate__scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,argument,scholarly_argument_boys_stones_2018_hypothetical_fate,"Hypothetical fate: nothing fated absolutely, everything fated conditionally (Boys-Stones 2018)",scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,"Boys-Stones: Platonists' main target was Stoic theology and the problem of evil, not primaril",0.25,0.12,<=0.3,scholarly_argument_boys_stones_2018_hypothetical_fate,description_token_overlap;label_token_overlap,"Boys-Stones' interpretation of Platonist 'conditional/hypothetical' fate (G, H, J): the claim is NOT that human choices are indeterminate while their consequences are fixed. Rather, no individual subl",Boys-Stones holds that Platonists of the period wanted to 'save human ownership of their actions' (p. 441) and that their arguments against Stoic fate are 'essentially ad hominem': not that autonomy a
scholarly_argument_boys_stones_2018_no_divine_determination_individuals__scholarly_argument_boys_stones_justin_martyr_as_middle_platon_7,argument,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,No divine agency determines any individual (Boys-Stones 2018),scholarly_argument_boys_stones_justin_martyr_as_middle_platon_7,Boys-Stones: Implicitly acknowledges Justin Martyr (1 Apology 43) belongs to Middle Platonist,0.25,0.1,<=0.3,scholarly_argument_boys_stones_2018_no_divine_determination_individuals,description_token_overlap;label_token_overlap,"Boys-Stones' core reconstruction of the Platonist response to Stoic fate: divine causes operate only at the level of the species/forms, never at the level of individuals. The creator's thoughts do not","Boys-Stones explicitly counts 'the Christian Justin' among the 'thinkers who provide evidence for the theory' of hypothetical fate, alongside Plutarch, Apuleius, Amelius and Alexander of Lycopolis (pp"
scholarly_argument_fitzmyer_moral_responsibility_and_agenc_1__scholarly_argument_fitzmyer_reconciliation_and_divine_init_1,argument,scholarly_argument_fitzmyer_moral_responsibility_and_agenc_1,Fitzmyer: Christians retain a participatory role in their new life: they must 'put to deat,scholarly_argument_fitzmyer_reconciliation_and_divine_init_1,"Fitzmyer: Reconciliation is entirely God's initiative; human beings were 'helpless,' 'godl",0.25,0.08,<=0.3,scholarly_argument_fitzmyer_moral_responsibility_and_agenc_1,description_token_overlap;label_token_overlap,"moral responsibility and agency — Christians retain a participatory role in their new life: they must 'put to death the deeds of the body' through the Spirit (8:13), indicating cooperative agency rath","reconciliation and divine initiative — Reconciliation is entirely God's initiative; human beings were 'helpless,' 'godless,' 'sinners,' and 'God's enemies' when Christ died for them, emphasizing compl"
scholarly_argument_gaventa_divine_election_and_human_agen_0__scholarly_argument_gaventa_moral_agency_and_regime_change_1,argument,scholarly_argument_gaventa_divine_election_and_human_agen_0,Gaventa: Paul's argument in Romans 9 emphasizes God's sovereign creative action in electi,scholarly_argument_gaventa_moral_agency_and_regime_change_1,Gaventa: Paul's argument presupposes that moral agents cannot live under two competing re,0.25,0.1,<=0.3,scholarly_argument_gaventa_divine_election_and_human_agen_0,description_token_overlap;label_token_overlap,"divine election and human agency — Paul's argument in Romans 9 emphasizes God's sovereign creative action in electing Israel without reference to Israel's goodness, faith, obedience, or even potential",Moral agency and regime change: impossibility of simultaneous obedience to two masters — Paul's argument presupposes that moral agents cannot live under two competing regimes simultaneously; the belie
scholarly_argument_gaventa_faith_as_condition_for_liberat_2__scholarly_argument_gaventa_moral_agency_and_regime_change_1,argument,scholarly_argument_gaventa_faith_as_condition_for_liberat_2,"Gaventa: Gaventa notes that in Romans 8:1, 'nothing is said here about faith as a qualify",scholarly_argument_gaventa_moral_agency_and_regime_change_1,Gaventa: Paul's argument presupposes that moral agents cannot live under two competing re,0.25,0.12,<=0.3,scholarly_argument_gaventa_faith_as_condition_for_liberat_2,description_token_overlap;label_token_overlap,"faith as condition for liberation — Gaventa notes that in Romans 8:1, 'nothing is said here about faith as a qualifying factor' and 'the language of faith has slipped off the screen.' However, she qua",Moral agency and regime change: impossibility of simultaneous obedience to two masters — Paul's argument presupposes that moral agents cannot live under two competing regimes simultaneously; the belie
scholarly_argument_hall_balaam_as_case_study_in_prophe_4__scholarly_argument_hall_tripartite_hermeneutic_and_pro_5,argument,scholarly_argument_hall_balaam_as_case_study_in_prophe_4,Hall: Origen interprets Balaam as demonstrating that even a wicked prophet can utter t,scholarly_argument_hall_tripartite_hermeneutic_and_pro_5,"Hall: Origen's three-level reading of Scripture (literal, moral, spiritual/allegorical",0.25,0.11,<=0.3,scholarly_argument_hall_balaam_as_case_study_in_prophe_4,description_token_overlap;label_token_overlap,"Balaam as case study in prophetic freedom — Origen interprets Balaam as demonstrating that even a wicked prophet can utter true prophecy, but this does not negate the general principle that prophetic ","Tripartite hermeneutic and prophetic meaning — Origen's three-level reading of Scripture (literal, moral, spiritual/allegorical) preserves multiple levels of prophetic meaning without collapsing into "
scholarly_argument_jourdan_theodicy_and_divine_providence_1__scholarly_argument_karfikova_self_rule_grounds_good_and_evil_responsibility,argument,scholarly_argument_jourdan_theodicy_and_divine_providence_1,Jourdan: Clement develops a theodicy showing that God transforms evil into good through P,scholarly_argument_karfikova_self_rule_grounds_good_and_evil_responsibility,Karfíková: self-rule grounds responsibility for good and evil choices,0.25,0.07,<=0.3,scholarly_argument_jourdan_theodicy_and_divine_providence_1,description_token_overlap;label_token_overlap,theodicy and divine providence — Clement develops a theodicy showing that God transforms evil into good through Providence; the 'theft of the Greeks' (philosophy's origin in stolen truth) exemplifies ,"Autexousion is not an intrinsically good direction of action. Karfíková shows Clement applying it to responsible use or misuse of possessions, to the devil's chosen theft, and even to freely chosen la"
scholarly_argument_o_keefe_o_keefe_s_personal_position_on_3__scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,argument,scholarly_argument_o_keefe_o_keefe_s_personal_position_on_3,"O'Keefe: O'Keefe believes Epicurus is a reductionist but not a compatibilist, though he d",scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,O'Keefe: The swerve's role in preserving freedom from fate is not through providing indet,0.25,0.11,<=0.3,scholarly_argument_o_keefe_o_keefe_s_personal_position_on_3,description_token_overlap;label_token_overlap,O'Keefe (n. 3): showing that On Nature 25 is consistent with reductionism and determinism 'does not show that Epicurus is either a reductionist or a compatibilist'; 'for the record' he believes Epicur,Chapters 5-6 give O'Keefe's own view of the swerve. Ch. 5: with weight and collisions it answers Aristotelian sufficient-reason objections to Democritus; 'the swerve is needed as an explanatory archê 
scholarly_argument_boys_stones_2018_eph_hemin_not_free_will__scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,argument,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,"'eph' hēmin' is agent-autonomy, prejudicially translated 'free will' (Boys-Stones 2018)",scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,Boys-Stones: Platonists posited two causal streams (divine providence + pre-existing matter) ,0.25,0.12,<=0.3,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,description_token_overlap;label_token_overlap,"Methodological/terminological argument in the Notes to Ch. 12: the Greek for agent-autonomy is τὸ ἐφ' ἡμῖν, 'what is up to us,' a phrase Boys-Stones says is 'often prejudicially translated as freedom ","Where the Stoics take god to be coextensive with matter, so that 'everything is due to god', the Platonist world is 'the product not of one, but of two causal streams': divine providence which transce"
synthesis_amand1945_basil_hex_vi_7_amand_origin_point__synthesis_amand1945_basil_popular_homily_register,synthesis,synthesis_amand1945_basil_hex_vi_7_amand_origin_point,Amand 1945: Hexaemeron VI.5-7 as Amand's own starting point,synthesis_amand1945_basil_popular_homily_register,"Amand 1945: Hexaemeron VI as popular anti-Chaldean homily, not scientific anti-Ptolemy",0.25,0.28,<=0.3,synthesis_amand1945_basil_hex_vi_7_amand_origin_point,description_token_overlap;label_token_overlap,"A first-rate Amand synthesis: chapters 5, 6, and 7 of the sixth homily of Basil’s Hexaemeron constitute the explicit point of departure for the entirety of Amand 1945’s inquiry. Amand states this in h","Amand’s synthesis: Basil’s anti-astrological digression (Hex VI.5-7) is directed not against the scientific astrology of Ptolemy and other genethlialogists of the observatories, but against 'the disre"
synthesis_amand1945_basil_origen_christian_insertion__synthesis_frede2011_ch7_origen,synthesis,synthesis_amand1945_basil_origen_christian_insertion,Amand 1945: Basil inserts Origenian Christian element in philosophical demonstration,synthesis_frede2011_ch7_origen,Ch. 7 — Origen and the first Christian systematization of free will (Frede 2011),0.25,0.15,<=0.3,synthesis_frede2011_ch7_origen,description_token_overlap;label_token_overlap,Amand's summary: the 'Christian sentence' inserted by Basil into an exclusively philosophical demonstration — concerning the annihilation of Christian hopes by fatalism — was probably inspired by Orig,"Synthesis Frede 2011 Ch. 7 (p. 102-124): Origen is the first Christian author to write systematically on free will, in a short treatise Peri autexousiou inserted in De principiis III.1 (preserved in G"
scholarly_argument_brouwer_broadening_of_the_debate_in_ea_3__scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,argument,scholarly_argument_brouwer_broadening_of_the_debate_in_ea_3,Brouwer: Platonists and Aristotelians developed their own dogmatic positions by explicitl,scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,Brouwer: The Hellenistic debate started with Stoics and Epicureans taking opposite positi,0.25,0.24,<=0.3,scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,description_token_overlap;label_token_overlap,broadening of the debate in early Imperial period — Platonists and Aristotelians developed their own dogmatic positions by explicitly referring back to their founders as authorities; religious sect me,"Hellenistic origins of the debate — The Hellenistic debate started with Stoics and Epicureans taking opposite positions (determinism vs. libertarianism), with Academic Sceptics attacking both dogmatic"
scholarly_argument_nilsen_clement_prohairesis_chooses_logos_or_desire__scholarly_argument_nilsen_negative_free_will_two_criteria,argument,scholarly_argument_nilsen_clement_prohairesis_chooses_logos_or_desire,Nilsen: Clementine prohairesis chooses between divine Logos and irrational desire,scholarly_argument_nilsen_negative_free_will_two_criteria,Nilsen: adequate negative free will requires a mediating and relatively independent will,0.25,0.19,<=0.3,scholarly_argument_nilsen_clement_prohairesis_chooses_logos_or_desire,description_token_overlap;label_token_overlap,"Nilsen argues that Clement uses prohairesis non-Aristotelically. The power can accept divine moral exhortation or reject it in favor of desire, and it can decide about the end or general orientation o",Nilsen defines an adequate concept of negative free will through two criteria. The Glaucon criterion places will between reason and sensible incentives; the Euodius criterion requires this will to be 
scholarly_argument_fries_pharaoh_analogies__scholarly_argument_fries_receptive_healing,argument,scholarly_argument_fries_pharaoh_analogies,Fries: the Pharaoh analogies refute a fixed evil nature,scholarly_argument_fries_receptive_healing,Fries: willing reception mediates divine healing,0.25,0.13,<=0.3,scholarly_argument_fries_receptive_healing,description_token_overlap;label_token_overlap,"Fries reads Origen's Pharaoh exegesis as reducing the heretics' 'schlechte Natur' to absurdity (p. 95-96). The rain/soil, sun/wax-mud and sower analogies show the same divine action making manifest a ","Physician and teacher analogies require readiness: divine action heals without bypassing assent, while God gives powers and agents choose their use."
scholarly_argument_kuehneweg_common_perfection__scholarly_argument_kuehneweg_externalized_evil,argument,scholarly_argument_kuehneweg_common_perfection,Kühneweg: restored knowledge makes moral perfection a common Christian possibility,scholarly_argument_kuehneweg_externalized_evil,Kühneweg: demonology externalizes evil and leaves first angelic choice unexplained,0.25,0.07,<=0.3,scholarly_argument_kuehneweg_externalized_evil,description_token_overlap;label_token_overlap,"Once the Logos restores moral knowledge and breaks demonic deception, perfection is no longer the rare achievement of a sage.","Demonic corruption of knowledge moves evil outside the human agent more radically than Jewish accounts, yet cannot explain how good free angels first chose evil."
synthesis_dihle1982_lec4_paul_philo_implicit_will__synthesis_dihle1982_methodological_thesis_summary,synthesis,synthesis_dihle1982_lec4_paul_philo_implicit_will,Dihle 1982 Lect. IV — Paul et Philon : volonte implicite sans terme dedie,synthesis_dihle1982_methodological_thesis_summary,Dihle 1982 — Synthese methodologique : invention chretienne du concept de volonte,0.25,0.24,<=0.3,synthesis_dihle1982_methodological_thesis_summary,description_token_overlap;label_token_overlap,"Synthesis of the fourth lecture (Dihle 1982 p. 75-100 / md ll. 8073-8892). Core of the thesis. Paul (reading of Rom 7, Gal 5, 1 Cor) employs 'thelo' and 'ginosko' indiscriminately, without a term spec","Overall methodological synthesis of the volume. Three axes: (1) *Philological method* — Dihle reconstructs the history of a concept by tracing terminological occurrences (boulesis, thelesis, hekousios"
synthesis_amand1945_plato_partial_anti_fatalism__synthesis_furst2022_clement_phusis_prohairesis,synthesis,synthesis_amand1945_plato_partial_anti_fatalism,"Amand 1945 — Plato: partial anti-fatalist, predestination of souls + freedom of virtue",synthesis_furst2022_clement_phusis_prohairesis,Clément d'Alexandrie pose l'opposition phusis/prohairesis (Fürst 2022),0.25,0.26,<=0.3,synthesis_furst2022_clement_phusis_prohairesis,description_token_overlap,"Amand’s thesis (1945, p. 31-33, Intro §II ch. I §II): Plato cannot be counted 'among the declared opponents of moral fatalism, as his disciple Aristotle was', but he nevertheless 'firmly defended the ","Synthesis Fürst 2022, Kap. IV 5 (p. 180-186): Clement of Alexandria posits the opposition φύσις / προαίρεσις that paves the way for Origen. Human ethical perfecting ""becomes his nature""—his inner disp"
argument_cylinder_analogy_chrysippus_k1l2m3n4__scholarly_argument_brennan_chrysippus_semantic_compatibilism,argument,argument_cylinder_analogy_chrysippus_k1l2m3n4,Cylinder Analogy (Internal vs. External Causation),scholarly_argument_brennan_chrysippus_semantic_compatibilism,Brennan: Chrysippus' compatibilism rests on a semantic view of moral terms and a psychological view of character,0.25,0.16,<=0.3,argument_cylinder_analogy_chrysippus_k1l2m3n4,description_token_overlap,"The cylinder analogy distinguishes an external push or impression from the cylinder's or agent's internal nature. Sorabji 1980, pp. 80-83, separates Augustine, Donini and Frede readings of the argumen","Reconstruction of the cylinder-and-cone response (Cicero, De Fato 40-43): Chrysippus does not claim the agent could have received the same impression and not assented; given the shove and the shape, t"
scholarly_argument_bobzien_historical_marginality_of_libe_7__scholarly_argument_bobzien_to_eph_hemin_what_depends_on_u_4,argument,scholarly_argument_bobzien_historical_marginality_of_libe_7,Bobzien: Concepts of freedom to do otherwise at the turn of the 2nd century were not wide,scholarly_argument_bobzien_to_eph_hemin_what_depends_on_u_4,"Bobzien: For early Stoics, this was one-sided and causative, meaning 'that which happens ",0.25,0.21,<=0.3,scholarly_argument_bobzien_historical_marginality_of_libe_7,description_token_overlap,Bobzien warns against assuming that at the turn of the 2nd century a general awareness of the problem of causal determinism and freedom to do otherwise had arisen: Alexander 'is almost an isolated cas,"In §6.3.5 Bobzien separates two early Stoic concepts. 'What happens because of us' is 'one-sided' and 'causative': the 'we' names a necessary causal factor, and Chrysippus shows its compatibility with"
school_epicureans__school_megarians,school,school_epicureans,Epicurean School (Κῆπος),school_megarians,École mégarique,0.25,0.08,<=0.3,school_epicureans,description_token_overlap,"Philosophical school founded by Epicurus (341-270 BCE) in Athens, meeting in his ""Garden"" (Κῆπος). Developed INDETERMINIST solution to fate through atomic CLINAMEN (swerve). Democritean atomism implie","School founded by Euclid of Megara (c. 435-365 BC), a pupil of Socrates. Eubulides of Alexandria (paradoxes: Sorites, Horns, Liar), Stilpo (teacher of Zeno of Citium before Crates), Diodorus Cronus (M"
synthesis_amand1945_methodius_anti_origenist_reaction__synthesis_frede2011_ch7_origen,synthesis,synthesis_amand1945_methodius_anti_origenist_reaction,Methode = principal organisateur de la reaction anti-origeniste (Amand 1945),synthesis_frede2011_ch7_origen,Ch. 7 — Origen and the first Christian systematization of free will (Frede 2011),0.25,0.1,<=0.3,synthesis_frede2011_ch7_origen,description_token_overlap,"Summary Amand 1945, Book II ch. VI §I.1 (p. 327-329): Methodius was Origen’s principal intellectual adversary at the end of the third century and, in a sense, the organizer of the conservative ecclesi","Synthesis Frede 2011 Ch. 7 (p. 102-124): Origen is the first Christian author to write systematically on free will, in a short treatise Peri autexousiou inserted in De principiis III.1 (preserved in G"
synthesis_amand1945_gorgias_first_moral_refutation__synthesis_amand1945_intro_stoic_integral_fatalism,synthesis,synthesis_amand1945_gorgias_first_moral_refutation,Amand 1945 — Gorgias (Éloge d'Hélène): first literary attestation of a moral refutation of fatalism,synthesis_amand1945_intro_stoic_integral_fatalism,Fatalisme intégral stoïcien (Amand 1945),0.25,0.08,<=0.3,synthesis_amand1945_intro_stoic_integral_fatalism,description_token_overlap,"Amand’s historiographical thesis (1945, p. 30-31): Gorgias’ « L'Éloge d'Hélène » constitutes, to Amand’s knowledge, ""the first literary attestation of a refutation of fatalism through recourse to mora","Amand’s 1945 thesis (Introduction §I.IV, p. 6-13): it was the Stoics who, broadening Heraclitus’ views on εἱμαρμένη, made determinism a cardinal doctrine and elevated εἱμαρμένη to the status of a cent"
scholarly_argument_crouzel_origen_s_conception_of_human_f_0__scholarly_argument_crouzel_platonism_and_free_will_2,argument,scholarly_argument_crouzel_origen_s_conception_of_human_f_0,Crouzel: Origen's true conception of freedom is not mere 'free choice' or the 'omnipotenc,scholarly_argument_crouzel_platonism_and_free_will_2,Crouzel: Platonism dominates Origen's conception of libre arbitre; Platonism is Origen's ,0.25,0.19,<=0.3,scholarly_argument_crouzel_platonism_and_free_will_2,label_token_overlap,"Origen's conception of human freedom vs. free will (libre arbitre) — Origen's true conception of freedom is not mere 'free choice' or the 'omnipotence du libre arbitre' often attributed to him, but ra","Crouzel: in Origen's reading (Contra Celsum), the doctrines that raise the soul from things here below to the beatitude awaiting it near God, and that teach contempt of the sensible as transitory so t"
scholarly_argument_boys_stones_2018_eph_hemin_not_free_will__scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,argument,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,"'eph' hēmin' is agent-autonomy, prejudicially translated 'free will' (Boys-Stones 2018)",scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,Boys-Stones: The traditional interpretation of 'hypothetical fate' as restricting fate's scop,0.25,0.17,<=0.3,scholarly_argument_boys_stones_2018_eph_hemin_not_free_will,label_token_overlap,"Methodological/terminological argument in the Notes to Ch. 12: the Greek for agent-autonomy is τὸ ἐφ' ἡμῖν, 'what is up to us,' a phrase Boys-Stones says is 'often prejudicially translated as freedom ","Middle Platonist theory of fate — The traditional interpretation of 'hypothetical fate' as restricting fate's scope to certain events while leaving human choices unfated is a misreading. Instead, Midd"
scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy__scholarly_argument_boys_stones_hypothetical_fate_ex_hypothese_3,argument,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,Myth of Er: possible indeterminist freedom only for the discarnate soul (Boys-Stones 2018),scholarly_argument_boys_stones_hypothetical_fate_ex_hypothese_3,Boys-Stones: The distinction is NOT about scope (some events fated vs. others not) but about ,0.25,0.14,<=0.3,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,label_token_overlap,"Boys-Stones' qualified, minority reading of the soul's choice of life (Republic 10, Myth of Er; sources H/K): while embodied human choice is causally determined, choices made by the soul ON ITS OWN ne",Hypothetical fate (ex hypotheseōs) vs. absolute fate — The distinction is NOT about scope (some events fated vs. others not) but about description: all events are 'en heimarmenēi' (within fate qua cau
scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy__scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,argument,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,Myth of Er: possible indeterminist freedom only for the discarnate soul (Boys-Stones 2018),scholarly_argument_boys_stones_middle_platonist_theory_of_fat_0,Boys-Stones: The traditional interpretation of 'hypothetical fate' as restricting fate's scop,0.25,0.16,<=0.3,scholarly_argument_boys_stones_2018_myth_of_er_discarnate_indeterminacy,label_token_overlap,"Boys-Stones' qualified, minority reading of the soul's choice of life (Republic 10, Myth of Er; sources H/K): while embodied human choice is causally determined, choices made by the soul ON ITS OWN ne","Middle Platonist theory of fate — The traditional interpretation of 'hypothetical fate' as restricting fate's scope to certain events while leaving human choices unfated is a misreading. Instead, Midd"
scholarly_argument_irwin_intellectualism_vs_anti_intell_1__scholarly_argument_irwin_method_in_history_of_ethics_2,argument,scholarly_argument_irwin_intellectualism_vs_anti_intell_1,"Irwin: Both intellectualist views (Socratic/Stoic, where belief alone determines choice",scholarly_argument_irwin_method_in_history_of_ethics_2,Irwin: Aims to expound views fully enough to show what can be said for and against them,0.25,0.08,<=0.3,scholarly_argument_irwin_intellectualism_vs_anti_intell_1,label_token_overlap,"Setting out the case of those who deny the Greeks a concept of the will ('derived from Gauthier', n. 8), Irwin distinguishes intellectualist theories (Socratic, Stoic: only belief about the better opt","method in history of ethics — Aims to expound views fully enough to show what can be said for and against them, not merely neutral exposition; actively defends, objects, and revises where appropriate;"
scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2__scholarly_argument_brouwer_interaction_between_philosophy_1,argument,scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,Brouwer: The Hellenistic debate started with Stoics and Epicureans taking opposite positi,scholarly_argument_brouwer_interaction_between_philosophy_1,"Brouwer: The debate about fate, providence and freedom was developed not only within and ",0.25,0.19,<=0.3,scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,label_token_overlap,"Hellenistic origins of the debate — The Hellenistic debate started with Stoics and Epicureans taking opposite positions (determinism vs. libertarianism), with Academic Sceptics attacking both dogmatic","interaction between philosophy and religion on free will — The debate about fate, providence and freedom was developed not only within and between philosophical schools but also in interaction with 'r"
